Date,OFR FSI,Credit,Equity valuation,Safe assets,Funding,Volatility,United States,Other advanced economies,Emerging markets
2011-08-08,4.615,0.563,0.782,0.251,0.756,2.263,1.652,2.796,0.167
2011-08-09,4.403,0.679,0.701,0.265,0.785,1.973,1.19,2.989,0.224
2011-08-10,5.049,0.739,0.83,0.325,0.856,2.299,1.563,3.248,0.238
2011-08-11,4.886,0.77,0.697,0.263,0.896,2.26,1.406,3.259,0.221
2011-08-12,4.542,0.804,0.632,0.271,0.9,1.935,1.307,3.008,0.227
2011-08-15,3.779,0.758,0.551,0.251,0.729,1.49,0.96,2.628,0.191
2011-08-16,3.679,0.77,0.565,0.267,0.701,1.376,0.978,2.504,0.197
2011-08-17,3.495,0.765,0.562,0.299,0.687,1.182,0.909,2.396,0.19
2011-08-18,4.595,0.814,0.765,0.348,0.781,1.887,1.486,2.878,0.231
2011-08-19,4.96,0.836,0.868,0.345,0.832,2.079,1.609,3.1,0.251
2011-08-22,4.991,0.86,0.867,0.338,0.85,2.076,1.629,3.105,0.257
2011-08-23,4.61,0.921,0.751,0.322,0.842,1.774,1.401,2.963,0.246
2011-08-24,4.553,0.936,0.719,0.275,0.794,1.829,1.32,2.998,0.235
2011-08-25,4.749,0.947,0.755,0.284,0.799,1.964,1.484,3.013,0.252
2011-08-26,4.578,0.967,0.725,0.309,0.817,1.76,1.312,3.009,0.257
2011-08-29,4.106,0.941,0.617,0.275,0.798,1.475,1.108,2.779,0.219
2011-08-30,4.01,0.935,0.573,0.309,0.77,1.423,1.115,2.671,0.224
2011-08-31,3.716,0.877,0.505,0.296,0.766,1.272,1.035,2.486,0.195
2011-09-01,3.796,0.867,0.502,0.325,0.794,1.308,1.1,2.493,0.203
2011-09-02,4.278,0.912,0.617,0.386,0.893,1.47,1.298,2.753,0.227
2011-09-06,5.287,1.002,0.774,0.398,1.097,2.016,1.591,3.451,0.245
2011-09-07,4.671,0.978,0.626,0.376,1.059,1.632,1.321,3.156,0.194
2011-09-08,4.588,0.99,0.628,0.398,0.989,1.583,1.367,3.024,0.197
2011-09-09,5.268,1.018,0.743,0.435,1.165,1.907,1.702,3.347,0.219
2011-09-12,5.847,1.114,0.81,0.448,1.309,2.166,1.778,3.83,0.239
2011-09-13,5.52,1.136,0.767,0.429,1.206,1.982,1.646,3.636,0.238
2011-09-14,5.368,1.132,0.735,0.42,1.226,1.855,1.551,3.565,0.252
2011-09-15,4.743,1.09,0.637,0.382,1.089,1.545,1.305,3.198,0.24
2011-09-16,4.676,1.071,0.575,0.404,1.102,1.524,1.305,3.133,0.238
2011-09-19,5.179,1.151,0.65,0.439,1.158,1.781,1.455,3.436,0.288
2011-09-20,5.163,1.155,0.641,0.444,1.173,1.75,1.468,3.408,0.287
2011-09-21,5.56,1.177,0.732,0.459,1.166,2.026,1.676,3.578,0.306
2011-09-22,6.721,1.358,0.943,0.515,1.287,2.618,2.115,4.163,0.443
2011-09-23,6.629,1.401,0.932,0.466,1.298,2.532,2.083,4.082,0.464
2011-09-26,6.517,1.412,0.892,0.441,1.249,2.523,1.951,4.086,0.48
2011-09-27,5.779,1.351,0.732,0.383,1.121,2.192,1.793,3.562,0.424
2011-09-28,5.984,1.362,0.798,0.376,1.117,2.331,1.941,3.609,0.434
2011-09-29,5.867,1.387,0.755,0.372,1.155,2.198,1.849,3.578,0.44
2011-09-30,6.244,1.446,0.844,0.408,1.205,2.341,2.112,3.711,0.421
2011-10-03,6.886,1.549,0.964,0.471,1.282,2.62,2.408,3.997,0.481
2011-10-04,6.93,1.658,0.985,0.474,1.305,2.508,2.297,4.104,0.529
2011-10-05,6.558,1.645,0.905,0.431,1.316,2.261,2.133,3.921,0.504
2011-10-06,5.961,1.558,0.778,0.393,1.24,1.992,1.979,3.541,0.441
2011-10-07,5.579,1.496,0.752,0.364,1.226,1.741,1.927,3.26,0.392
2011-10-10,5.176,1.474,0.645,0.339,1.198,1.52,1.718,3.064,0.394
2011-10-11,5.043,1.383,0.609,0.325,1.192,1.534,1.678,3.032,0.333
2011-10-12,4.629,1.283,0.556,0.275,1.156,1.359,1.533,2.813,0.283
2011-10-13,4.722,1.279,0.557,0.302,1.194,1.39,1.537,2.907,0.278
2011-10-14,4.409,1.234,0.512,0.262,1.196,1.205,1.4,2.744,0.265
2011-10-17,4.787,1.22,0.543,0.311,1.2,1.513,1.624,2.895,0.268
2011-10-18,4.831,1.231,0.536,0.323,1.204,1.537,1.527,3.019,0.285
2011-10-19,4.792,1.184,0.541,0.312,1.174,1.581,1.577,2.944,0.271
2011-10-20,5.08,1.181,0.584,0.317,1.196,1.802,1.599,3.183,0.298
2011-10-21,4.764,1.142,0.494,0.297,1.217,1.614,1.436,3.051,0.277
2011-10-24,4.373,1.099,0.398,0.292,1.222,1.362,1.284,2.862,0.227
2011-10-25,4.564,1.092,0.454,0.331,1.228,1.459,1.427,2.91,0.227
2011-10-26,4.485,1.065,0.423,0.321,1.271,1.405,1.343,2.936,0.206
2011-10-27,3.505,0.906,0.247,0.247,1.16,0.945,0.942,2.434,0.129
2011-10-28,3.38,0.896,0.218,0.269,1.157,0.84,0.888,2.364,0.128
2011-10-31,3.928,0.948,0.324,0.286,1.258,1.112,1.215,2.556,0.157
2011-11-01,5.002,1.077,0.474,0.367,1.368,1.716,1.632,3.17,0.2
2011-11-02,4.838,1.078,0.443,0.361,1.329,1.627,1.466,3.177,0.195
2011-11-03,4.597,1.048,0.374,0.326,1.397,1.452,1.312,3.11,0.175
2011-11-04,4.434,1.058,0.368,0.348,1.327,1.333,1.308,2.969,0.157
2011-11-07,4.504,1.087,0.367,0.36,1.321,1.369,1.299,3.036,0.169
2011-11-08,4.316,1.068,0.343,0.351,1.321,1.233,1.187,2.975,0.154
2011-11-09,5.114,1.14,0.438,0.397,1.445,1.694,1.736,3.196,0.182
2011-11-10,5.215,1.143,0.48,0.369,1.494,1.729,1.666,3.354,0.195
2011-11-11,4.843,1.149,0.386,0.348,1.506,1.454,1.511,3.151,0.181
2011-11-14,4.951,1.144,0.404,0.379,1.529,1.495,1.604,3.164,0.183
2011-11-15,5.055,1.175,0.416,0.384,1.595,1.485,1.624,3.247,0.184
2011-11-16,5.266,1.198,0.467,0.381,1.681,1.539,1.818,3.266,0.182
2011-11-17,5.595,1.25,0.523,0.37,1.789,1.663,2.011,3.371,0.213
2011-11-18,5.536,1.255,0.564,0.344,1.845,1.528,1.89,3.425,0.221
2011-11-21,5.994,1.332,0.67,0.36,1.954,1.678,2.065,3.68,0.249
2011-11-22,5.963,1.381,0.69,0.365,1.938,1.589,2.043,3.657,0.263
2011-11-23,6.228,1.441,0.773,0.322,1.991,1.701,2.245,3.682,0.301
2011-11-25,6.368,1.474,0.792,0.277,2.053,1.772,2.302,3.76,0.306
2011-11-28,6.062,1.475,0.628,0.258,2.113,1.588,2.171,3.617,0.274
2011-11-29,5.896,1.498,0.573,0.245,2.098,1.482,2.097,3.538,0.261
2011-11-30,5.154,1.475,0.418,0.244,1.743,1.274,1.632,3.301,0.221
2011-12-01,4.926,1.442,0.363,0.257,1.687,1.177,1.563,3.184,0.179
2011-12-02,4.837,1.419,0.339,0.27,1.74,1.069,1.578,3.078,0.181
2011-12-05,4.619,1.371,0.29,0.252,1.719,0.987,1.494,2.959,0.166
2011-12-06,4.613,1.359,0.317,0.247,1.704,0.986,1.46,2.982,0.171
2011-12-07,4.498,1.361,0.29,0.276,1.609,0.962,1.425,2.902,0.171
2011-12-08,4.754,1.367,0.367,0.304,1.624,1.092,1.565,3.002,0.187
2011-12-09,4.573,1.366,0.345,0.257,1.685,0.92,1.459,2.928,0.186
2011-12-12,4.706,1.39,0.392,0.289,1.748,0.887,1.537,2.971,0.198
2011-12-13,4.828,1.403,0.421,0.296,1.837,0.871,1.602,3.009,0.217
2011-12-14,5.196,1.433,0.482,0.322,1.996,0.963,1.767,3.182,0.247
2011-12-15,4.943,1.442,0.482,0.317,1.943,0.759,1.652,3.041,0.25
2011-12-16,4.703,1.444,0.469,0.351,1.845,0.594,1.576,2.874,0.253
2011-12-19,4.746,1.454,0.515,0.341,1.83,0.606,1.607,2.878,0.261
2011-12-20,4.478,1.415,0.403,0.307,1.815,0.538,1.456,2.778,0.244
2011-12-21,4.362,1.391,0.371,0.3,1.857,0.443,1.406,2.734,0.222
2011-12-22,4.236,1.38,0.341,0.294,1.884,0.337,1.375,2.645,0.216
2011-12-23,4.167,1.357,0.299,0.278,1.915,0.318,1.36,2.614,0.193
2011-12-27,4.235,1.362,0.289,0.287,1.903,0.394,1.371,2.667,0.197
2011-12-28,4.447,1.365,0.333,0.309,1.949,0.491,1.502,2.733,0.212
2011-12-29,4.37,1.363,0.295,0.327,1.923,0.462,1.435,2.727,0.208
2011-12-30,4.366,1.352,0.277,0.347,1.897,0.493,1.433,2.731,0.202
2012-01-03,4.045,1.325,0.22,0.317,1.804,0.379,1.282,2.562,0.201
2012-01-04,3.827,1.298,0.196,0.312,1.724,0.297,1.183,2.443,0.201
2012-01-05,3.854,1.304,0.215,0.323,1.717,0.295,1.153,2.492,0.209
2012-01-06,3.686,1.31,0.236,0.336,1.657,0.147,1.065,2.405,0.216
2012-01-09,3.483,1.3,0.246,0.335,1.601,0.001,0.984,2.288,0.211
2012-01-10,3.131,1.277,0.178,0.321,1.481,-0.126,0.86,2.077,0.194
2012-01-11,3.165,1.294,0.176,0.354,1.449,-0.108,0.872,2.089,0.204
2012-01-12,2.95,1.272,0.178,0.338,1.351,-0.189,0.75,2.01,0.19
2012-01-13,2.926,1.28,0.172,0.365,1.338,-0.229,0.782,1.961,0.183
2012-01-17,2.763,1.254,0.123,0.355,1.294,-0.263,0.769,1.834,0.16
2012-01-18,2.555,1.225,0.077,0.34,1.278,-0.365,0.666,1.743,0.146
2012-01-19,2.31,1.161,0.025,0.295,1.258,-0.429,0.584,1.614,0.112
2012-01-20,2.148,1.119,0.002,0.272,1.22,-0.465,0.516,1.531,0.101
2012-01-23,2.053,1.066,-0.006,0.25,1.18,-0.437,0.498,1.466,0.089
2012-01-24,2.015,1.046,-0.002,0.226,1.157,-0.412,0.502,1.42,0.093
2012-01-25,1.916,1.032,-0.031,0.243,1.133,-0.461,0.417,1.405,0.094
2012-01-26,1.725,1.004,-0.045,0.273,1.053,-0.56,0.349,1.296,0.08
2012-01-27,1.764,0.992,-0.029,0.293,1.072,-0.564,0.36,1.325,0.079
2012-01-30,1.985,1.01,0.005,0.323,1.084,-0.437,0.431,1.461,0.093
2012-01-31,1.932,1.009,-0.017,0.333,1.06,-0.453,0.414,1.428,0.09
2012-02-01,1.703,0.965,-0.078,0.308,1.019,-0.511,0.318,1.318,0.067
2012-02-02,1.442,0.945,-0.106,0.308,0.94,-0.645,0.196,1.216,0.03
2012-02-03,1.225,0.887,-0.162,0.255,0.903,-0.658,0.121,1.09,0.014
2012-02-06,1.346,0.888,-0.176,0.268,0.934,-0.568,0.16,1.168,0.018
2012-02-07,1.259,0.845,-0.175,0.228,0.918,-0.557,0.144,1.106,0.009
2012-02-08,1.13,0.826,-0.202,0.212,0.849,-0.555,0.091,1.041,-0.002
2012-02-09,1.017,0.808,-0.209,0.176,0.823,-0.581,0.058,0.973,-0.014
2012-02-10,1.317,0.836,-0.16,0.215,0.865,-0.439,0.19,1.113,0.014
2012-02-13,1.076,0.814,-0.205,0.207,0.837,-0.577,0.079,1.004,-0.007
2012-02-14,1.101,0.814,-0.205,0.206,0.854,-0.568,0.127,0.973,0.001
2012-02-15,1.173,0.823,-0.241,0.216,0.841,-0.466,0.189,0.99,-0.006
2012-02-16,1.198,0.834,-0.258,0.179,0.881,-0.438,0.15,1.055,-0.007
2012-02-17,0.974,0.8,-0.303,0.151,0.865,-0.539,0.083,0.917,-0.026
2012-02-21,0.753,0.757,-0.324,0.119,0.849,-0.648,0.038,0.757,-0.042
2012-02-22,0.744,0.75,-0.318,0.138,0.833,-0.659,0.046,0.741,-0.043
2012-02-23,0.651,0.748,-0.328,0.14,0.837,-0.746,-0.025,0.716,-0.04
2012-02-24,0.543,0.717,-0.349,0.106,0.853,-0.784,-0.025,0.617,-0.049
2012-02-27,0.639,0.722,-0.337,0.14,0.822,-0.708,-0.004,0.676,-0.033
2012-02-28,0.614,0.709,-0.367,0.142,0.785,-0.655,-0.04,0.689,-0.035
2012-02-29,0.548,0.661,-0.357,0.112,0.738,-0.606,-0.031,0.643,-0.064
2012-03-01,0.417,0.629,-0.386,0.093,0.751,-0.67,-0.078,0.559,-0.064
2012-03-02,0.365,0.607,-0.391,0.107,0.738,-0.696,-0.061,0.487,-0.061
2012-03-05,0.421,0.605,-0.354,0.096,0.714,-0.64,-0.038,0.511,-0.052
2012-03-06,0.811,0.652,-0.254,0.136,0.709,-0.432,0.139,0.692,-0.02
2012-03-07,0.697,0.652,-0.268,0.123,0.681,-0.491,0.025,0.69,-0.018
2012-03-08,0.41,0.626,-0.339,0.092,0.658,-0.627,-0.053,0.505,-0.042
2012-03-09,0.307,0.612,-0.387,0.082,0.66,-0.66,-0.075,0.433,-0.051
2012-03-12,0.24,0.6,-0.373,0.088,0.645,-0.72,-0.144,0.432,-0.048
2012-03-13,-0.032,0.56,-0.451,0.04,0.615,-0.796,-0.227,0.273,-0.078
2012-03-14,-0.092,0.488,-0.467,-0.032,0.556,-0.637,-0.181,0.187,-0.098
2012-03-15,-0.205,0.486,-0.492,-0.04,0.562,-0.721,-0.234,0.118,-0.089
2012-03-16,-0.333,0.45,-0.502,-0.065,0.553,-0.769,-0.286,0.042,-0.089
2012-03-19,-0.374,0.428,-0.516,-0.085,0.533,-0.734,-0.28,0.005,-0.099
2012-03-20,-0.31,0.428,-0.484,-0.088,0.503,-0.669,-0.258,0.033,-0.085
2012-03-21,-0.314,0.453,-0.47,-0.059,0.479,-0.717,-0.28,0.038,-0.072
2012-03-22,-0.179,0.482,-0.436,-0.024,0.488,-0.689,-0.241,0.124,-0.062
2012-03-23,-0.199,0.495,-0.43,-0.008,0.482,-0.738,-0.286,0.145,-0.058
2012-03-26,-0.346,0.487,-0.475,-0.046,0.461,-0.773,-0.356,0.069,-0.059
2012-03-27,-0.357,0.486,-0.499,-0.031,0.451,-0.764,-0.338,0.044,-0.063
2012-03-28,-0.348,0.492,-0.454,-0.018,0.431,-0.799,-0.367,0.074,-0.055
2012-03-29,-0.216,0.521,-0.415,0.002,0.447,-0.771,-0.331,0.156,-0.041
2012-03-30,-0.319,0.509,-0.439,-0.017,0.464,-0.836,-0.338,0.072,-0.053
2012-04-02,-0.299,0.523,-0.367,-0.002,0.45,-0.903,-0.319,0.035,-0.015
2012-04-03,-0.292,0.503,-0.336,-0.034,0.431,-0.856,-0.304,0.05,-0.038
2012-04-04,0.045,0.533,-0.241,-0.011,0.466,-0.702,-0.192,0.249,-0.012
2012-04-05,0.205,0.577,-0.236,0.013,0.531,-0.68,-0.112,0.318,-0.001
2012-04-09,0.381,0.614,-0.174,0.047,0.552,-0.658,-0.033,0.391,0.023
2012-04-10,0.795,0.672,-0.091,0.099,0.599,-0.484,0.119,0.628,0.048
2012-04-11,0.72,0.677,-0.108,0.05,0.602,-0.501,0.076,0.601,0.043
2012-04-12,0.402,0.657,-0.172,0.037,0.579,-0.699,-0.099,0.469,0.032
2012-04-13,0.564,0.664,-0.14,0.064,0.603,-0.627,0.028,0.502,0.034
2012-04-16,0.697,0.672,-0.119,0.072,0.65,-0.578,0.052,0.594,0.051
2012-04-17,0.421,0.65,-0.184,0.047,0.623,-0.715,-0.057,0.443,0.035
2012-04-18,0.414,0.657,-0.197,0.046,0.613,-0.705,-0.035,0.413,0.036
2012-04-19,0.412,0.658,-0.168,0.044,0.592,-0.714,-0.04,0.417,0.035
2012-04-20,0.288,0.66,-0.176,0.035,0.596,-0.827,-0.086,0.339,0.035
2012-04-23,0.56,0.685,-0.11,0.063,0.618,-0.696,0.01,0.499,0.051
2012-04-24,0.41,0.669,-0.128,0.036,0.601,-0.768,-0.069,0.442,0.037
2012-04-25,0.171,0.639,-0.188,0.019,0.565,-0.864,-0.185,0.327,0.029
2012-04-26,0.091,0.645,-0.209,0.045,0.567,-0.957,-0.234,0.296,0.029
2012-04-27,-0.02,0.634,-0.224,0.054,0.57,-1.054,-0.273,0.228,0.025
2012-04-30,0.051,0.631,-0.209,0.075,0.559,-1.005,-0.242,0.279,0.014
2012-05-01,0.021,0.612,-0.196,0.062,0.541,-0.998,-0.271,0.288,0.004
2012-05-02,0.059,0.596,-0.193,0.076,0.534,-0.954,-0.252,0.316,-0.005
2012-05-03,0.035,0.575,-0.174,0.07,0.519,-0.955,-0.237,0.276,-0.004
2012-05-04,0.159,0.586,-0.105,0.095,0.514,-0.931,-0.165,0.306,0.018
2012-05-07,0.263,0.598,-0.075,0.089,0.526,-0.875,-0.155,0.393,0.025
2012-05-08,0.437,0.621,-0.04,0.105,0.556,-0.805,-0.101,0.5,0.038
2012-05-09,0.789,0.651,0.008,0.119,0.637,-0.626,0.037,0.696,0.056
2012-05-10,0.585,0.64,-0.004,0.099,0.611,-0.761,-0.063,0.606,0.042
2012-05-11,0.761,0.654,0.011,0.107,0.633,-0.644,0.017,0.687,0.057
2012-05-14,1.349,0.71,0.071,0.135,0.713,-0.28,0.256,1.002,0.091
2012-05-15,1.473,0.731,0.106,0.129,0.732,-0.225,0.302,1.063,0.108
2012-05-16,1.678,0.788,0.155,0.126,0.786,-0.177,0.347,1.204,0.127
2012-05-17,1.98,0.833,0.195,0.176,0.778,-0.002,0.534,1.281,0.165
2012-05-18,2.357,0.889,0.276,0.173,0.847,0.172,0.642,1.531,0.184
2012-05-21,2.057,0.895,0.224,0.156,0.819,-0.037,0.471,1.408,0.178
2012-05-22,1.792,0.862,0.172,0.128,0.767,-0.137,0.435,1.198,0.159
2012-05-23,2.26,0.905,0.244,0.17,0.822,0.119,0.528,1.532,0.2
2012-05-24,2.15,0.905,0.218,0.159,0.809,0.059,0.476,1.481,0.193
2012-05-25,2.072,0.91,0.211,0.168,0.804,-0.021,0.479,1.397,0.196
2012-05-29,1.876,0.897,0.143,0.168,0.768,-0.1,0.377,1.326,0.173
2012-05-30,2.369,0.946,0.212,0.225,0.822,0.164,0.621,1.535,0.213
2012-05-31,2.549,0.991,0.235,0.267,0.83,0.226,0.684,1.641,0.224
2012-06-01,3.03,1.049,0.33,0.301,0.889,0.461,0.933,1.84,0.257
2012-06-04,3.028,1.036,0.369,0.264,0.876,0.483,0.881,1.891,0.256
2012-06-05,2.757,1.025,0.333,0.247,0.836,0.316,0.786,1.736,0.235
2012-06-06,2.274,0.981,0.206,0.183,0.746,0.158,0.566,1.509,0.199
2012-06-07,1.994,0.939,0.164,0.157,0.675,0.059,0.451,1.364,0.179
2012-06-08,2.121,0.931,0.183,0.177,0.699,0.131,0.444,1.491,0.186
2012-06-11,2.124,0.912,0.174,0.189,0.655,0.194,0.524,1.416,0.184
2012-06-12,2.071,0.911,0.152,0.144,0.656,0.208,0.457,1.436,0.178
2012-06-13,2.184,0.913,0.154,0.136,0.66,0.321,0.539,1.471,0.174
2012-06-14,2.114,0.908,0.143,0.127,0.672,0.264,0.416,1.523,0.175
2012-06-15,2.1,0.889,0.093,0.156,0.645,0.317,0.355,1.593,0.152
2012-06-18,1.639,0.888,0.052,0.155,0.64,-0.096,0.195,1.305,0.139
2012-06-19,1.302,0.853,0.008,0.111,0.564,-0.234,0.065,1.115,0.122
2012-06-20,1.033,0.82,-0.018,0.072,0.533,-0.374,-0.031,0.947,0.117
2012-06-21,1.163,0.815,0.039,0.084,0.566,-0.341,0.148,0.873,0.142
2012-06-22,1.052,0.813,0.048,0.058,0.539,-0.406,0.031,0.87,0.151
2012-06-25,1.333,0.824,0.122,0.117,0.56,-0.29,0.161,1.006,0.166
2012-06-26,1.221,0.83,0.117,0.101,0.53,-0.357,0.096,0.962,0.163
2012-06-27,1.08,0.827,0.058,0.086,0.529,-0.42,0.065,0.853,0.162
2012-06-28,1.165,0.832,0.065,0.11,0.536,-0.378,0.121,0.869,0.175
2012-06-29,0.785,0.763,-0.076,0.058,0.503,-0.463,-0.073,0.698,0.16
2012-07-02,0.792,0.754,-0.053,0.091,0.505,-0.505,-0.014,0.678,0.128
2012-07-03,0.572,0.724,-0.104,0.072,0.488,-0.608,-0.077,0.547,0.102
2012-07-05,0.666,0.72,-0.096,0.119,0.563,-0.64,-0.01,0.573,0.103
2012-07-06,0.749,0.74,-0.047,0.15,0.537,-0.631,0.03,0.602,0.117
2012-07-09,0.836,0.747,-0.014,0.154,0.557,-0.608,0.068,0.64,0.128
2012-07-10,0.748,0.727,-0.007,0.158,0.526,-0.656,0.092,0.527,0.129
2012-07-11,0.668,0.729,-0.008,0.16,0.494,-0.707,0.041,0.498,0.129
2012-07-12,0.736,0.72,0.052,0.181,0.482,-0.699,0.064,0.531,0.141
2012-07-13,0.51,0.707,-0.018,0.174,0.497,-0.85,-0.024,0.413,0.121
2012-07-16,0.505,0.703,-0.018,0.184,0.489,-0.853,-0.023,0.41,0.118
2012-07-17,0.397,0.685,-0.042,0.17,0.473,-0.889,-0.08,0.375,0.102
2012-07-18,0.252,0.679,-0.084,0.183,0.457,-0.983,-0.154,0.304,0.102
2012-07-19,0.083,0.637,-0.126,0.177,0.417,-1.022,-0.22,0.215,0.088
2012-07-20,0.264,0.647,-0.058,0.207,0.415,-0.947,-0.155,0.327,0.092
2012-07-23,0.799,0.69,0.048,0.213,0.435,-0.587,0.006,0.667,0.126
2012-07-24,0.966,0.705,0.081,0.215,0.423,-0.458,0.097,0.73,0.139
2012-07-25,0.962,0.717,0.107,0.201,0.411,-0.474,0.053,0.766,0.143
2012-07-26,0.628,0.696,0.01,0.167,0.389,-0.634,-0.102,0.608,0.122
2012-07-27,0.338,0.635,-0.089,0.122,0.371,-0.701,-0.208,0.47,0.076
2012-07-30,0.379,0.616,-0.117,0.141,0.338,-0.599,-0.167,0.478,0.068
2012-07-31,0.438,0.614,-0.104,0.164,0.323,-0.559,-0.153,0.561,0.03
2012-08-01,0.425,0.584,-0.098,0.131,0.314,-0.506,-0.14,0.547,0.018
2012-08-02,0.355,0.596,-0.055,0.178,0.325,-0.689,-0.164,0.494,0.025
2012-08-03,-0.053,0.549,-0.124,0.098,0.295,-0.871,-0.337,0.281,0.003
2012-08-06,-0.147,0.541,-0.174,0.107,0.292,-0.913,-0.373,0.239,-0.013
2012-08-07,-0.301,0.523,-0.216,0.065,0.246,-0.919,-0.432,0.159,-0.028
2012-08-08,-0.307,0.517,-0.233,0.081,0.239,-0.911,-0.457,0.187,-0.037
2012-08-09,-0.403,0.506,-0.248,0.071,0.252,-0.984,-0.453,0.106,-0.056
2012-08-10,-0.45,0.517,-0.234,0.092,0.266,-1.091,-0.472,0.069,-0.047
2012-08-13,-0.485,0.505,-0.218,0.082,0.255,-1.109,-0.52,0.078,-0.043
2012-08-14,-0.543,0.482,-0.237,0.042,0.234,-1.064,-0.503,0.018,-0.058
2012-08-15,-0.55,0.465,-0.235,0.003,0.23,-1.013,-0.478,-0.012,-0.06
2012-08-16,-0.625,0.451,-0.281,-0.005,0.227,-1.017,-0.497,-0.065,-0.063
2012-08-17,-0.656,0.462,-0.298,0.004,0.24,-1.064,-0.514,-0.096,-0.046
2012-08-20,-0.652,0.437,-0.288,0.003,0.22,-1.024,-0.529,-0.073,-0.05
2012-08-21,-0.712,0.432,-0.3,-0.011,0.2,-1.033,-0.532,-0.12,-0.06
2012-08-22,-0.653,0.451,-0.271,0.04,0.173,-1.046,-0.575,-0.016,-0.062
2012-08-23,-0.609,0.463,-0.24,0.062,0.165,-1.059,-0.539,-0.008,-0.062
2012-08-24,-0.608,0.471,-0.233,0.065,0.15,-1.061,-0.565,0.011,-0.054
2012-08-27,-0.531,0.475,-0.234,0.07,0.155,-0.997,-0.512,0.024,-0.043
2012-08-28,-0.506,0.473,-0.208,0.076,0.128,-0.975,-0.525,0.056,-0.037
2012-08-29,-0.462,0.476,-0.208,0.06,0.126,-0.916,-0.492,0.067,-0.037
2012-08-30,-0.29,0.482,-0.158,0.082,0.136,-0.832,-0.428,0.161,-0.023
2012-08-31,-0.307,0.497,-0.153,0.091,0.15,-0.892,-0.422,0.133,-0.018
2012-09-04,-0.424,0.472,-0.131,0.074,0.087,-0.926,-0.474,0.085,-0.035
2012-09-05,-0.434,0.465,-0.106,0.049,0.071,-0.913,-0.499,0.09,-0.025
2012-09-06,-0.852,0.414,-0.194,0.002,0.056,-1.13,-0.653,-0.141,-0.058
2012-09-07,-1.123,0.384,-0.247,0.018,0.02,-1.298,-0.774,-0.275,-0.074
2012-09-10,-1.061,0.362,-0.227,0.013,0.025,-1.234,-0.709,-0.27,-0.082
2012-09-11,-1.049,0.353,-0.231,0.01,0.009,-1.19,-0.735,-0.223,-0.091
2012-09-12,-1.221,0.311,-0.266,-0.022,-0.02,-1.224,-0.803,-0.31,-0.108
2012-09-13,-1.379,0.31,-0.304,0.001,-0.069,-1.317,-0.944,-0.33,-0.105
2012-09-14,-1.697,0.237,-0.379,-0.087,-0.108,-1.36,-1.018,-0.523,-0.156
2012-09-17,-1.686,0.231,-0.362,-0.08,-0.126,-1.349,-1.013,-0.528,-0.145
2012-09-18,-1.646,0.238,-0.339,-0.064,-0.097,-1.384,-1.02,-0.483,-0.143
2012-09-19,-1.703,0.237,-0.362,-0.047,-0.108,-1.423,-1.041,-0.533,-0.129
2012-09-20,-1.611,0.249,-0.325,-0.026,-0.104,-1.405,-0.998,-0.5,-0.113
2012-09-21,-1.729,0.255,-0.339,-0.029,-0.145,-1.471,-1.035,-0.582,-0.112
2012-09-24,-1.641,0.272,-0.315,-0.004,-0.147,-1.447,-0.999,-0.54,-0.102
2012-09-25,-1.571,0.29,-0.298,-0.001,-0.138,-1.424,-0.917,-0.564,-0.09
2012-09-26,-1.203,0.353,-0.218,0.043,-0.086,-1.295,-0.771,-0.361,-0.071
2012-09-27,-1.37,0.335,-0.254,0.033,-0.108,-1.376,-0.882,-0.408,-0.08
2012-09-28,-1.33,0.322,-0.218,0.037,-0.115,-1.356,-0.846,-0.399,-0.085
2012-10-01,-1.405,0.227,-0.183,0.033,-0.13,-1.352,-0.814,-0.534,-0.057
2012-10-02,-1.463,0.216,-0.177,0.026,-0.125,-1.403,-0.839,-0.561,-0.063
2012-10-03,-1.507,0.2,-0.173,0.024,-0.13,-1.428,-0.86,-0.588,-0.059
2012-10-04,-1.614,0.17,-0.196,0.004,-0.156,-1.436,-0.927,-0.636,-0.051
2012-10-05,-1.776,0.135,-0.22,-0.032,-0.163,-1.496,-0.955,-0.753,-0.068
2012-10-08,-1.648,0.133,-0.19,-0.012,-0.162,-1.417,-0.915,-0.672,-0.061
2012-10-09,-1.495,0.137,-0.146,0.0,-0.166,-1.32,-0.858,-0.583,-0.054
2012-10-10,-1.478,0.144,-0.093,0.004,-0.17,-1.363,-0.852,-0.577,-0.049
2012-10-11,-1.531,0.125,-0.102,-0.005,-0.168,-1.381,-0.873,-0.604,-0.054
2012-10-12,-1.531,0.126,-0.086,0.005,-0.179,-1.397,-0.862,-0.609,-0.06
2012-10-15,-1.678,0.09,-0.117,-0.009,-0.201,-1.441,-0.93,-0.682,-0.066
2012-10-16,-1.821,0.06,-0.184,-0.046,-0.219,-1.432,-0.985,-0.752,-0.084
2012-10-17,-1.966,-0.001,-0.221,-0.092,-0.233,-1.419,-1.036,-0.82,-0.11
2012-10-18,-1.994,-0.018,-0.245,-0.098,-0.23,-1.403,-1.026,-0.849,-0.119
2012-10-19,-1.868,0.002,-0.193,-0.075,-0.231,-1.371,-0.909,-0.85,-0.109
2012-10-22,-1.895,-0.004,-0.189,-0.103,-0.247,-1.352,-0.946,-0.837,-0.112
2012-10-23,-1.624,0.025,-0.122,-0.077,-0.24,-1.21,-0.818,-0.711,-0.095
